id,section,category,name,subtitle,description,base_rate,minimum_price,directions,glass_colors,frame_colors,accent,hero_image,detail_images,active,updated_at,color_options,color_information,stock_information,created_at
HD-621,Doors,Hinge Door,Double Casement Door Grilles,Double hinged casement door with grille pattern,"Symmetrical double aluminum hinged casement door with full glass panels, slim black frame, and matching rectangular grille pattern.",45,0,"[""Double inswing"", ""Double outswing""]","[""Clear"", ""Low-E"", ""Grey"", ""Bronze"", ""Frosted""]","[""Black"", ""White"", ""Charcoal"", ""Bronze"", ""Anodized""]",#5f6865,uploads/hd-621-double-casement-door-grilles-3x2.png,"[""uploads/hd-621-double-casement-door-grilles-3x2.png""]",true,2026-08-17 18:00:00+00,"[""Black"", ""White"", ""Charcoal"", ""Bronze"", ""Anodized""]",,Made to order,2026-08-17 18:00:00+00
